lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.167937827995046924e-04 3.476081167347728996e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.565238074166700192e-04 7.477625526022166043e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.200406223768368588e-04 1.201996885612607001e-03
1.050000000000000044e+00 1.000000000000000000e+00 6.081885101273655459e-04 1.711918057687580614e-03
1.062500000000000000e+00 1.000000000000000000e+00 8.218255909159779193e-04 2.279236481711268553e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.061841172073036375e-03 2.905794012919068331e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.329170878138393125e-03 3.593590117245912437e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.624809952266514403e-03 4.344806795194744789e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.949825210031121917e-03 5.161832453683018983e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.305365916527807833e-03 6.047285142913460913e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.692673934251070197e-03 7.004035339131951289e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.113093399442732299e-03 8.035228580236435450e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.568080130219459731e-03 9.144308191537857053e-03
1.175000000000000044e+00 1.000000000000000000e+00 4.059210963174700315e-03 1.033503809943795218e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.588193141296505705e-03 1.161152637079358035e-02
1.199999999999999956e+00 1.000000000000000000e+00 5.156874039396643593e-03 1.297824911922216412e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.767251010611653197e-03 1.444007554873824074e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.421481996402144538e-03 1.600229397267103129e-02
1.237500000000000044e+00 1.000000000000000000e+00 7.121896537020802782e-03 1.767063912302255582e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.871007858216762590e-03 1.945132166743278671e-02
