lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.167657864687498637e-04 3.475434446474537473e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.564568282337859289e-04 7.476112479809671630e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.199230404570698750e-04 1.201736135315150051e-03
1.050000000000000044e+00 1.000000000000000000e+00 6.080081486608833507e-04 1.711524228565394984e-03
1.062500000000000000e+00 1.000000000000000000e+00 8.215697673615067692e-04 2.278685146383941339e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.061496736016124447e-03 2.905059912428259884e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.328724226262420352e-03 3.592647167667746468e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.624247046839445837e-03 4.343628020957112333e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.949131560698151534e-03 5.160389907285570926e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.304526570998132341e-03 6.045549842342734514e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.691673453152179738e-03 7.001977156102657217e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.111915814317762780e-03 8.032816164940595818e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.566708911582827483e-03 9.141508737206458651e-03
1.175000000000000044e+00 1.000000000000000000e+00 4.057628950476646797e-03 1.033181731924414683e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.586382513493299055e-03 1.160784828141331673e-02
1.199999999999999956e+00 1.000000000000000000e+00 5.154816207662224654e-03 1.297407589256763423e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.764926613122224944e-03 1.443536731377243962e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.418870743364096104e-03 1.599700862765312051e-02
1.237500000000000044e+00 1.000000000000000000e+00 7.118977181985974324e-03 1.766473209112882567e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.867758088558912677e-03 1.944474557936191547e-02
