lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.119625156454276253e-04 1.609507056418806297e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.372509007924236376e-04 3.400214718421921381e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.765928327571600796e-04 5.373753069899976425e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.307228647172451469e-04 7.531696069985627804e-04
1.062500000000000000e+00 1.000000000000000000e+00 7.003880950156599755e-04 9.875607236288488563e-04
1.074999999999999956e+00 1.000000000000000000e+00 8.863530979026109204e-04 1.240708010829985218e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.089404268749058144e-03 1.512777437455952194e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.310353705473244271e-03 1.803944807406514944e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.550042779184877817e-03 2.114398679696023395e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.809345524478703704e-03 2.444342954829335345e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.089171943627297738e-03 2.793999292328953714e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.390471379645168950e-03 3.163609256222844109e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.714235947281122205e-03 3.553436310961842742e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.061504190601408402e-03 3.963767715916037375e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.433364952169358931e-03 4.394916202872991423e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.830961449444293763e-03 4.847221636027097824e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.255495721101760533e-03 5.321052540093660493e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.708233196660875988e-03 5.816807608678937341e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.190507751703262590e-03 6.334917057305574153e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.703726827353238979e-03 6.875844078138470400e-03
