lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.491224811121355961e-05 3.499923838302493014e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.212696349655743627e-04 7.430835735984147108e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.991659317514859247e-04 1.180669119395315542e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.886941851815208720e-04 1.664221701771020868e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.899516740581020669e-04 2.195304469950497273e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.030443561729043382e-04 2.775584259070455837e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.280908767133951175e-04 3.406844742037356058e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.652261943090707137e-04 4.090999589115381155e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.146048902533948340e-04 4.830105716735124712e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.076404207758605448e-03 5.626376684382558210e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.250826851278543555e-03 6.482196302711963967e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.438103614188730728e-03 7.400132580846548180e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.638495823740959137e-03 8.382951863110065654e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.852297683805227213e-03 9.433633515238761674e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.079838521219790071e-03 1.055538502335548467e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.321484955027699679e-03 1.175165755748748715e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.577642992325127232e-03 1.302616222202777896e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.848760197497904410e-03 1.438288690149784090e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.135327741317450820e-03 1.582611399739980787e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.437882566079497257e-03 1.736043872982263522e-02
