lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.153827798203565239e-04 3.544341073138639465e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.533899922389537302e-04 7.614318361505866169e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.148377408506348941e-04 1.222510157432407174e-03
1.050000000000000044e+00 1.000000000000000000e+00 6.005407319404185325e-04 1.739264981355518030e-03
1.062500000000000000e+00 1.000000000000000000e+00 8.113313646055757538e-04 2.313400245830416532e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.048076200298964913e-03 2.946754928678274252e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.311690292879939173e-03 3.641328420676290777e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.603149832971394011e-03 4.399304729700088262e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.923503450863063265e-03 5.223075716570020101e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.273882581666112051e-03 6.115263750776648438e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.655511100776493643e-03 7.078743949905037629e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.069714581407606818e-03 8.116666474938392245e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.517929292097687552e-03 9.232478625327349489e-03
1.175000000000000044e+00 1.000000000000000000e+00 4.001711184158921429e-03 1.042994746863841991e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.522744923457503591e-03 1.171318287104368243e-02
1.199999999999999956e+00 1.000000000000000000e+00 5.082853333279490834e-03 1.308666114062070895e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.684006976708769546e-03 1.455524972677230827e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.328334411606192401e-03 1.612423290163278455e-02
1.237500000000000044e+00 1.000000000000000000e+00 7.018133046478033411e-03 1.779933877438306944e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.755880970135331162e-03 1.958676845282316184e-02
