lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.168334790854714872e-04 3.475128306308761087e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.566092546330764877e-04 7.475723873823881616e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.201785541838035033e-04 1.201712524797767488e-03
1.050000000000000044e+00 1.000000000000000000e+00 6.083862792234868196e-04 1.711540364660322664e-03
1.062500000000000000e+00 1.000000000000000000e+00 8.220911270473152139e-04 2.278766438551247178e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.062182959448546276e-03 2.905232642218470458e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.329597923625260546e-03 3.592938460037112085e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.625331800617277594e-03 4.344065863639116204e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.950451929867267568e-03 5.161003194749355476e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.306108123436570283e-03 6.046368433535099195e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.693542805127799658e-03 7.003031975403428006e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.114100700803101168e-03 8.034139274060726407e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.569238251633942167e-03 9.143133547902106834e-03
1.175000000000000044e+00 1.000000000000000000e+00 4.060532929748296958e-03 1.033377867192029897e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.589692733809352075e-03 1.161018256545066907e-02
1.199999999999999956e+00 1.000000000000000000e+00 5.158565727993846134e-03 1.297682137042283947e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.769150128215551690e-03 1.443856417983770297e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.423604705184698255e-03 1.600069933086633797e-02
1.237500000000000044e+00 1.000000000000000000e+00 7.124259938672185093e-03 1.766896154731512070e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.873630083352328030e-03 1.944956143647432259e-02
