lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.168671146617270983e-04 3.475190700730308919e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.566841647494584578e-04 7.475956957321614306e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.203029548050835778e-04 1.201764220837503580e-03
1.050000000000000044e+00 1.000000000000000000e+00 6.085689227562397774e-04 1.711632217187434527e-03
1.062500000000000000e+00 1.000000000000000000e+00 8.223412777762860015e-04 2.278910640813410458e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.062510377261787582e-03 2.905441811867058317e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.330012864526361298e-03 3.593225635401904507e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.625845019519328973e-03 4.344444514065981013e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.951074699591845299e-03 5.161487283930182510e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.306852254271507356e-03 6.046972412616014557e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.694420676678418915e-03 7.003770878165960397e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.115125298872590143e-03 8.035028724372386341e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.570423201285302748e-03 9.144189874827861678e-03
1.175000000000000044e+00 1.000000000000000000e+00 4.061892568320036104e-03 1.033501898720860443e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.591242122650146702e-03 1.161162480711936881e-02
1.199999999999999956e+00 1.000000000000000000e+00 5.160320752114057156e-03 1.297848441526293709e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.771127536892891284e-03 1.444046797454357108e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.425822199508548008e-03 1.600286492705344996e-02
1.237500000000000044e+00 1.000000000000000000e+00 7.126736235246062048e-03 1.767141137421131269e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.876384987682104669e-03 1.945231925696134720e-02
