lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.105166293389629522e-04 1.642478426569141505e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.341794280102476547e-04 3.465382584370672869e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.716968053951859546e-04 5.470243645366281099e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.237860342022031789e-04 7.658552453853190167e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.911786571145057956e-04 1.003180262912064732e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.746251881588250777e-04 1.259152889158576772e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.074899236112833098e-03 1.533934110403060861e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.292801197245717045e-03 1.827695481758564739e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.529161655716598008e-03 2.140621861629188240e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.784844608884304795e-03 2.472913889773190217e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.060750649496912931e-03 2.824790238030254995e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.357820163108408345e-03 3.196489661186933603e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.677036715671419955e-03 3.588272903859615181e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.019430590234696652e-03 4.000424432381987673e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.386082513444125652e-03 4.433254102617502357e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.778127743490040415e-03 4.887098694592714385e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.196760373935103268e-03 5.362323356792330492e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.643237958848476024e-03 5.859323041886091432e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.118886367604136810e-03 6.378523880615830782e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.625105010345578596e-03 6.920384463667869634e-03
