lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.492524355940986387e-05 3.498134642839431934e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.213003017241135291e-04 7.427233203779905592e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.992192780133336726e-04 1.180125199165195154e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.887755100848153275e-04 1.663491778261959450e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.900665363762527687e-04 2.194386149570345685e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.031985503155737664e-04 2.774475036188960020e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.282904082909226539e-04 3.405541936866939273e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.654772722627968106e-04 4.089500287547707252e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.149139182642102757e-04 4.828406763076781814e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.076777778845280486e-03 5.624474621936679207e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.251271752268075937e-03 6.480087363719940277e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.438626818172633734e-03 7.397812600806355325e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.639104512892663405e-03 8.380416335165501163e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.852999257575720440e-03 9.430877497047185365e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.080640600062906836e-03 1.055240318104624757e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.322395404800772865e-03 1.174844405874610025e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.578669952228665289e-03 1.302271083444356964e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.849912080541252939e-03 1.437919088229537047e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.136613281629979655e-03 1.582216613441705597e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.439310835488140587e-03 1.735623135119676586e-02
