lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.120063797570765047e-04 1.608645496424287492e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.373490247293375357e-04 3.398619594285264846e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.767568204784765644e-04 5.371558321639895075e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.309654306154698187e-04 7.529040702618658648e-04
1.062500000000000000e+00 1.000000000000000000e+00 7.007229813374578863e-04 9.872634685598312854e-04
1.074999999999999956e+00 1.000000000000000000e+00 8.867950081825256301e-04 1.240393763687461584e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.089968811254948388e-03 1.512461269553750732e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.311057343892753054e-03 1.803642102703452129e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.550902809295803386e-03 2.114125103503465466e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.810380034334957509e-03 2.444114441052079242e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.090399818494916104e-03 2.793832044675946102e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.391912259720266071e-03 3.163519740290939714e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.715910254418849902e-03 3.553441276960074731e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.063433131389319952e-03 3.963884181529283776e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.435570504516363352e-03 4.395161489769816576e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.833466417156160093e-03 4.847613414376974322e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.258323704451322418e-03 5.321608828380703683e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.711408673226833051e-03 5.817546788230537960e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.194056066870689388e-03 6.335857938975095888e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.707674259692430141e-03 6.877005958929658172e-03
