lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.087934991868678535e-04 1.685897692106664300e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.305233826744370077e-04 3.551498159067705018e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.658763249404728629e-04 5.598221287596970991e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.155502506531775032e-04 7.827464842703193374e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.802594479639082706e-04 1.024064484052360138e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.607390005141497174e-04 1.283923117350786822e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.057748666405677884e-03 1.562477946747094400e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.272076358180493100e-03 1.859895938634872382e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.504541326127946345e-03 2.176358033902943152e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.755997226387262262e-03 2.512061450071633069e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.027335123531520417e-03 2.867221769690513674e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.319486569426953883e-03 3.242074895463883770e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.633426849171519469e-03 3.636878776736557524e-03
1.175000000000000044e+00 1.000000000000000000e+00 2.970178398489951941e-03 4.051915074512362110e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.330814480036497181e-03 4.487490692362189511e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.716463162750005891e-03 4.943939257040620185e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.128311570733785713e-03 5.421622443199158002e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.567610407620668715e-03 5.920931348577141914e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.035678896307945428e-03 6.442287766560912503e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.533909920975565826e-03 6.986145398020743996e-03
