lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.133777265727985714e-04 3.633777891285717467e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.489964142441749586e-04 7.794065959285945144e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.076314902631566106e-04 1.249587102886289252e-03
1.050000000000000044e+00 1.000000000000000000e+00 5.900626087095588081e-04 1.775505613349378153e-03
1.062500000000000000e+00 1.000000000000000000e+00 7.970915644429624105e-04 2.358861926570534565e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.029557733703404627e-03 3.001495279558002906e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.288351502362638764e-03 3.705408826842903919e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.574426102358847824e-03 4.472792948037386182e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.888808236736804272e-03 5.306047859415411599e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.232607777789235096e-03 6.207805531099439000e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.607026878744363868e-03 7.180951461941004199e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.013368690572679112e-03 8.228646263480186504e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.453045932389795653e-03 9.354347559064626894e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.927589414641260990e-03 1.056183190196752567e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.438656802102923168e-03 1.185521755889058088e-02
1.199999999999999956e+00 1.000000000000000000e+00 4.988041543960571381e-03 1.323898781761527130e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.577682249620556469e-03 1.471801520735025424e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.209672601893543968e-03 1.629758684635162352e-02
1.237500000000000044e+00 1.000000000000000000e+00 6.886271939054131562e-03 1.798343137949705295e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.609916784614324456e-03 1.978174736797809474e-02
