lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.119500312081072490e-04 1.609154639416374133e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.372279498842544887e-04 3.399556885706261022e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.765617479570210007e-04 5.372839084826409482e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.306862417142838365e-04 7.530577122233807598e-04
1.062500000000000000e+00 1.000000000000000000e+00 7.003487475682049820e-04 9.874336172826588161e-04
1.074999999999999956e+00 1.000000000000000000e+00 8.863140206784009658e-04 1.240571123920381109e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.089368598721921497e-03 1.512636333145201241e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.310324692074209436e-03 1.803805166855454488e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.550023761391639606e-03 2.114266286045312932e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.809339904133230393e-03 2.444223704934120334e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.089183169230818694e-03 2.793899176083505277e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.390502918325364615e-03 3.163534355722367759e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.714291280508041460e-03 3.553392827883362828e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.061586805619299391e-03 3.963761952891945578e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.433478312008082789e-03 4.394954580441117441e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.831109009683131977e-03 4.847310690954327247e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.255680863559246213e-03 5.321198958158492726e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.708459310233593063e-03 5.817018188536166902e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.190778121724724976e-03 6.335198791697621741e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.704044711589813244e-03 6.876204132661223496e-03
