lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.086059155466500707e-04 1.684774774243123709e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.301212735241278955e-04 3.548907960532232978e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.652305582072585990e-04 5.593812481500207850e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.146295533049851170e-04 7.820880020502954909e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.790304335765540633e-04 1.023152112122625032e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.591661761049181577e-04 1.282720063906162911e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.055794426053762456e-03 1.560946951434016329e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.269700960256159219e-03 1.857999296952039065e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.501702867820858952e-03 2.174057598225772377e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.752651591319590767e-03 2.509318624809384318e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.023435923643410097e-03 2.863997516967356147e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.314985093660652457e-03 3.238329673372208981e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.628271973505616130e-03 3.632572549395263369e-03
1.175000000000000044e+00 1.000000000000000000e+00 2.964316493831574851e-03 4.047007258236407987e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.324189329892396783e-03 4.481940120458602524e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.709015843085944775e-03 4.937704106792807461e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.119980323687195620e-03 5.414660210534930594e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.558330544084310786e-03 5.913198795542120613e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.025382586568594157e-03 6.433740805462002943e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.522526094689964894e-03 6.976739089190960204e-03
