lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.104368925793096422e-04 1.643202645354904356e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.340124304057099010e-04 3.466804344439879267e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.714343589730560551e-04 5.472333959769457284e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.234193168580532612e-04 7.661280363798141264e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.906982345040887884e-04 1.003513551596552219e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.740210305433720843e-04 1.259543267637491283e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.074160731676965979e-03 1.534378046914935132e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.291917163413017992e-03 1.828189335670322080e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.528120337706059297e-03 2.141161902993917419e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.783633686415851205e-03 2.473496286012232502e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.059357220865786105e-03 2.825411088019609291e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.356230760924518230e-03 3.197144979424774644e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.675237277336418602e-03 3.588958613574504738e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.017406434565782485e-03 4.001136384904385029e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.383818357065319828e-03 4.433988063409924699e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.775607680156826962e-03 4.887850310280919021e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.193967816606163600e-03 5.363088204339146528e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.640155642107128726e-03 5.860096569359302295e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.115496291220188348e-03 6.379301399737596738e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.621388496086001003e-03 6.921161147952079734e-03
