lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.133042310073506027e-04 3.634834325872361629e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.488305351696908584e-04 7.795976543799042506e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.073527129366994078e-04 1.249842235539108540e-03
1.050000000000000044e+00 1.000000000000000000e+00 5.896489275619387323e-04 1.775802535284310519e-03
1.062500000000000000e+00 1.000000000000000000e+00 7.965195757336914970e-04 2.359177510067820508e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.028802686370909212e-03 3.001805614493787203e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.287387322634458509e-03 3.705689261853694835e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.573225391563028023e-03 4.473018080741166837e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.887342236842960144e-03 5.306191504374146647e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.230846314318478234e-03 6.207840632274746508e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.604938287101685960e-03 7.180850001797079753e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.010919745638966725e-03 8.228379204869270061e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.450201710313558368e-03 9.353884591907262597e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.924313191324472344e-03 1.056114137470722143e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.434909902885556150e-03 1.185426632091403018e-02
1.199999999999999956e+00 1.000000000000000000e+00 4.983783172443509435e-03 1.323774092793464710e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.572869338840246052e-03 1.471643574014306136e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.204259611666202226e-03 1.629563564509153503e-02
1.237500000000000044e+00 1.000000000000000000e+00 6.880210659652948035e-03 1.798106675446033489e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.603156128525734130e-03 1.977892495840787718e-02
