lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.571347601071465725e-05 3.427180279046297185e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.230388219351880258e-04 7.283708909992128808e-04
1.017699999809265066e+00 1.000000000000000000e+00 2.020821742597036120e-04 1.158355018682777782e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.929473777534440299e-04 1.634141028765589065e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.957412335090339044e-04 2.157287315092980707e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.105781944468617455e-04 2.729453525692224301e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.375846066512167419e-04 3.352413903735577960e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.769025410991162476e-04 4.028070640563964633e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.286932924762367723e-04 4.758467283099889616e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.093140585813671267e-03 5.545802301540970862e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.270453532505780520e-03 6.392442791908979280e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.460869394149631175e-03 7.300938538461923359e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.664656170923262775e-03 8.274036268144845108e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.882115050032734859e-03 9.314694448560477055e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.113582772575318958e-03 1.042609834969043803e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.359433876536786486e-03 1.161167581751942554e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.620082968659699033e-03 1.287511348649859368e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.895986876077949902e-03 1.422037361413240435e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.187646886147558686e-03 1.565171200335025922e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.495610918663442316e-03 1.717369618713855683e-02
