lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.085555687837768389e-04 1.685532867908477673e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.300179969985038052e-04 3.550461374456063035e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.650715290335938574e-04 5.596197907347231658e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.144117151387035637e-04 7.824133818969131052e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.787504995707422956e-04 1.023567941132932837e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.588206242304295473e-04 1.283229945693165151e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.055379504151642261e-03 1.561554484907537671e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.269212681241333558e-03 1.858708092570304869e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.501137001626193582e-03 2.174871284142136565e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.752003661822527578e-03 2.510240846127271500e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.022701204754412223e-03 2.865031951479613936e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.314158603549003497e-03 3.239480041898786834e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.627348449453711498e-03 3.633842616342008221e-03
1.175000000000000044e+00 1.000000000000000000e+00 2.963290411047637268e-03 4.048400843143462775e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.323054863139987200e-03 4.483461094647645841e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.707766866870224401e-03 4.939356401935220131e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.118610412627458223e-03 5.416447847336530383e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.556832916662097166e-03 5.915125811845064509e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.023750139772891615e-03 6.435811361670494384e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.520751366764307250e-03 6.978957409411668672e-03
