lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.390471955179236736e-05 3.587375146104022829e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.190524044795893192e-04 7.607692184858023737e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.955229702405631602e-04 1.207490955106913996e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.833973580505698897e-04 1.700379101466387502e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.827621720265596966e-04 2.241003607213497024e-03
1.035399999618530353e+00 1.000000000000000000e+00 4.937138338107615460e-04 2.831040951795876000e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.163623273838311637e-04 3.472287048399448194e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.508345968089998176e-04 4.166670212522149107e-03
1.053099999427795419e+00 1.000000000000000000e+00 8.972776352893560960e-04 4.916264209896326065e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.055861334875226026e-03 5.723301491141319537e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.226781109347939479e-03 6.590186732262372747e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.410260350815951795e-03 7.519510502740740614e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.606552749965339854e-03 8.514063452184200340e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.815944482013583236e-03 9.576850864291190299e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.038756327703595238e-03 1.071110760346054985e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.275345725752413260e-03 1.192031372413039289e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.526108787953853640e-03 1.320821059644222174e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.791482304781675236e-03 1.457881779298186332e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.071945753693580607e-03 1.603645066469907773e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.368023331835866014e-03 1.758573890179395555e-02
