lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.088516431918833447e-04 1.685560955782420883e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.306307324557565076e-04 3.550551415188237946e-04
1.037500000000000089e+00 1.000000000000000000e+00 3.660228201188146834e-04 5.596384601667523566e-04
1.050000000000000044e+00 1.000000000000000000e+00 5.157248436938971460e-04 7.824452552013099480e-04
1.062500000000000000e+00 1.000000000000000000e+00 6.804502160288393268e-04 1.023616616893559652e-03
1.074999999999999956e+00 1.000000000000000000e+00 8.609332386869937050e-04 1.283299079630523861e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.057932972535491085e-03 1.561647784803062589e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.272236709948629122e-03 1.858829307463020098e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.504663134086877069e-03 2.175024202838540029e-03
1.125000000000000000e+00 1.000000000000000000e+00 1.756065379362553320e-03 2.510429310426116022e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.027334034256637017e-03 2.865259838476776934e-03
1.149999999999999911e+00 1.000000000000000000e+00 2.319400229305029065e-03 3.239751273952424463e-03
1.162500000000000089e+00 1.000000000000000000e+00 2.633238819427788195e-03 3.634161154739558742e-03
1.175000000000000044e+00 1.000000000000000000e+00 2.969871843233704446e-03 4.048770688474177988e-03
1.187500000000000000e+00 1.000000000000000000e+00 3.330372204631567180e-03 4.483886319771409300e-03
1.199999999999999956e+00 1.000000000000000000e+00 3.715867594815790674e-03 4.939841110631823518e-03
1.212499999999999911e+00 1.000000000000000000e+00 4.127544767037034067e-03 5.416996200382709868e-03
1.225000000000000089e+00 1.000000000000000000e+00 4.566654085367918316e-03 5.915742045640945759e-03
1.237500000000000044e+00 1.000000000000000000e+00 5.034514399990439558e-03 6.436499778553843830e-03
1.250000000000000000e+00 1.000000000000000000e+00 5.532518242672085709e-03 6.979722362384199741e-03
