lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.568872470175847549e-05 3.428787861019373076e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.229838337283581460e-04 7.286927021574228849e-04
1.017699999809265066e+00 1.000000000000000000e+00 2.019911030656658087e-04 1.158838020078837823e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.928140636067837589e-04 1.634785259701311598e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.955592322861775688e-04 2.158092811331152779e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.103408101946115645e-04 2.730420351773500415e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.372849065810441823e-04 3.353542216867208374e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.765333758201450106e-04 4.029360736906528045e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.282473009545355895e-04 4.759919650107621858e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.092610200215131085e-03 5.547417631745338133e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.269830982200801381e-03 6.394222021102905634e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.460146698821335924e-03 7.302882892265915790e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.663825125806033629e-03 8.276147287338971384e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.881167229916900401e-03 9.316973970085382778e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.112509494647383645e-03 1.042854860424995492e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.358226225152611558e-03 1.161429933905601571e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.618731717765331122e-03 1.287791318893432603e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.894482516311109189e-03 1.422335289642214819e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.185979564487934068e-03 1.565487452298402679e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.493770435638725823e-03 1.717704615592956577e-02
