lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.561384618340525754e-05 3.427204708568751625e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.228418650105595714e-04 7.283870125189423079e-04
1.017699999809265066e+00 1.000000000000000000e+00 2.017903247848153116e-04 1.158396532945334904e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.925631785299629187e-04 1.634220095258206084e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.952673108782619169e-04 2.157416549138724618e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.100172443781047539e-04 2.729645976796746080e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.369393811095505967e-04 3.352683064341545078e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.761758442968130604e-04 4.028430462256074075e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.278879801742733044e-04 4.758932198211550911e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.092259559035301279e-03 5.546387234330177503e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.269499749131500644e-03 6.393163220956921480e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.459845869056880475e-03 7.301810500398278093e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.663565992750227389e-03 8.275076455622911928e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.880961387231945949e-03 9.315920192003250208e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.112368883006274754e-03 1.042752777263522210e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.358163155242800745e-03 1.161332779079675588e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.618758933059871230e-03 1.287700775116682080e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.894613197445869424e-03 1.422253093421459169e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.186227412708103612e-03 1.565415419191121954e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.494149713218212133e-03 1.717644607722759384e-02
