lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.492577602853998526e-05 3.498979949159547443e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.213026428013108622e-04 7.429004923906177595e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.992246750509366331e-04 1.180403376650065094e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.887851852457970622e-04 1.663879600167274438e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.900816882262006600e-04 2.194892559573054496e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.032203565351664855e-04 2.775109281577169996e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.283200340811163215e-04 3.406313623487949426e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.655158670619129687e-04 4.090419424697756649e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.149626230355352311e-04 4.829483735933899624e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.076837729010730882e-03 5.625720272213220567e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.251344080641865735e-03 6.481513015553354989e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.438712660316377942e-03 7.399430104717612429e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.639205012284219347e-03 8.382238073647022697e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.853115564491599745e-03 9.432916510850191533e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.080773881264031105e-03 1.055467304959893313e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.322546846419572871e-03 1.175095917806029400e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.578840764053166000e-03 1.302548628225922572e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.850103498809039744e-03 1.438224258050322529e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.136826574616134299e-03 1.582551082521677088e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.439547314122319132e-03 1.735988673120737041e-02
