lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 1.000000000000000000e+00 5.481990675907582271e-05 3.499690721277147671e-04
1.011799999475479162e+00 1.000000000000000000e+00 1.210694069101009534e-04 7.430084777064621410e-04
1.017699999809265066e+00 1.000000000000000000e+00 1.988417692249640830e-04 1.180512667540460723e-03
1.023599998950958323e+00 1.000000000000000000e+00 2.882295883726328765e-04 1.663953254837542695e-03
1.029500000476837096e+00 1.000000000000000000e+00 3.893297295551747346e-04 2.194892355613410617e-03
1.035399999618530353e+00 1.000000000000000000e+00 5.022477634716778503e-04 2.774995765089988912e-03
1.041300001144409126e+00 1.000000000000000000e+00 6.271019635722041487e-04 3.406046115607023334e-03
1.047199997901916424e+00 1.000000000000000000e+00 7.640269216150045875e-04 4.089955995976925218e-03
1.053099999427795419e+00 1.000000000000000000e+00 9.131768558640032847e-04 4.828781203180551249e-03
1.059000000953674414e+00 1.000000000000000000e+00 1.074728628341108582e-03 5.624734120815992784e-03
1.064899997711181712e+00 1.000000000000000000e+00 1.248884551133960536e-03 6.480197327584028520e-03
1.070799999237060485e+00 1.000000000000000000e+00 1.435874990560114363e-03 7.397737468779087312e-03
1.076700000762939480e+00 1.000000000000000000e+00 1.635960831306874788e-03 8.380119454115628891e-03
1.082600002288818253e+00 1.000000000000000000e+00 1.849435786809772251e-03 9.430321126431226789e-03
1.088500003814697248e+00 1.000000000000000000e+00 2.076628654263913513e-03 1.055154826566576977e-02
1.094399995803833070e+00 1.000000000000000000e+00 2.317905456759035421e-03 1.174725020602345425e-02
1.100299997329711843e+00 1.000000000000000000e+00 2.573671606183052137e-03 1.302113608643412634e-02
1.106199998855590838e+00 1.000000000000000000e+00 2.844373949803412002e-03 1.437719166055321726e-02
1.112100000381469833e+00 1.000000000000000000e+00 3.130502917058766016e-03 1.581969699859619299e-02
1.118000001907348606e+00 1.000000000000000000e+00 3.432594648562371526e-03 1.735324478298425760e-02
