lmbx lmby sgmx sgmy
1.000000000000000000e+00 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.012499999999999956e+00 1.000000000000000000e+00 1.132103846815880383e-04 3.641950142337009068e-04
1.024999999999999911e+00 1.000000000000000000e+00 2.486063826130703071e-04 7.810086985118687083e-04
1.037500000000000089e+00 1.000000000000000000e+00 4.069578280439600597e-04 1.251938633527606643e-03
1.050000000000000044e+00 1.000000000000000000e+00 5.890394063666462478e-04 1.778568754438310771e-03
1.062500000000000000e+00 1.000000000000000000e+00 7.956484068185091466e-04 2.362597050890326376e-03
1.074999999999999956e+00 1.000000000000000000e+00 1.027620031125843578e-03 3.005861351080238962e-03
1.087499999999999911e+00 1.000000000000000000e+00 1.285840690415352610e-03 3.710363695397973088e-03
1.100000000000000089e+00 1.000000000000000000e+00 1.571259756106883248e-03 4.478293500468135194e-03
1.112500000000000044e+00 1.000000000000000000e+00 1.884900064673274665e-03 5.312050052732229626e-03
1.125000000000000000e+00 1.000000000000000000e+00 2.227867553010582768e-03 6.214264377951621982e-03
1.137499999999999956e+00 1.000000000000000000e+00 2.601360298134386580e-03 7.187820858880877156e-03
1.149999999999999911e+00 1.000000000000000000e+00 3.006677142158150837e-03 8.235878808796405146e-03
1.162500000000000089e+00 1.000000000000000000e+00 3.445226217992603587e-03 9.361894199997186292e-03
1.175000000000000044e+00 1.000000000000000000e+00 3.918533422797918289e-03 1.056964164003729861e-02
1.187500000000000000e+00 1.000000000000000000e+00 4.428251077234744877e-03 1.186323702931404121e-02
1.199999999999999956e+00 1.000000000000000000e+00 4.976166871190071221e-03 1.324716067165136388e-02
1.212499999999999911e+00 1.000000000000000000e+00 5.564213128015398774e-03 1.472628167048096667e-02
1.225000000000000089e+00 1.000000000000000000e+00 6.194476700946688688e-03 1.630588305294513804e-02
1.237500000000000044e+00 1.000000000000000000e+00 6.869209460169076707e-03 1.799168865382671373e-02
1.250000000000000000e+00 1.000000000000000000e+00 7.590839875489473719e-03 1.978989145755767967e-02
