x y1 y2 y3 y4 y5 y6 y7 y8 y9 y10 y11 y12 y13 y14 y15 y16 y17 y18 y19 y20 y21 y22 y23 y24 y25 y26 y27 y28 y29 y30
1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00
1.005899999737739581e+00 5.400971855269744853e-02 5.402237572707235813e-02 5.391720252810046354e-02 5.397663995390757780e-02 5.397296472219750146e-02 5.400424362742341916e-02 5.394271741097327044e-02 5.402263699215836823e-02 5.394981209537945410e-02 5.398680430662353147e-02 5.402401812316384028e-02 5.390471955179236552e-02 5.405801865854300420e-02 5.401823100401088873e-02 5.399102453375235339e-02 5.395083235634956509e-02 5.391098737309221040e-02 5.403266704233829210e-02 5.407063312304671854e-02 5.412519859673921296e-02 5.410511652589775761e-02 5.395680761430412392e-02 5.404039050044957132e-02 5.396632407500874529e-02 5.407428923645057200e-02 5.404737961071078012e-02 5.377474164124577960e-02 5.410353596671484133e-02 5.397628733771853149e-02 5.395076502172742317e-02
1.011799999475479162e+00 1.192639499786309898e-01 1.192973670200444813e-01 1.190841179282870060e-01 1.191912075504660690e-01 1.192036283609922975e-01 1.192548537976108464e-01 1.191366572107653982e-01 1.193032802490051891e-01 1.191566067282110453e-01 1.192185210587922428e-01 1.193142680334858541e-01 1.190524044795893133e-01 1.193839095241855802e-01 1.193041045567952152e-01 1.192345626885071286e-01 1.191524605324957575e-01 1.190786228922661449e-01 1.193255872756708441e-01 1.193977161834482020e-01 1.195019265869632363e-01 1.194809217238798765e-01 1.191703327698633158e-01 1.193223722511902452e-01 1.191725967160891658e-01 1.193974382651504101e-01 1.193556385056581404e-01 1.187935429101344281e-01 1.194782458303961792e-01 1.192134027252905043e-01 1.191485454386565779e-01
1.017699999809265066e+00 1.958423498203046564e-01 1.959047564538195507e-01 1.955806551617570443e-01 1.957227668142877408e-01 1.957722186692990307e-01 1.958315688651054987e-01 1.956618202268146089e-01 1.959222534089349321e-01 1.957003513234667480e-01 1.957746951724402829e-01 1.959513877402059845e-01 1.955229702405631709e-01 1.960584315005689804e-01 1.959379221778362878e-01 1.958106724661774767e-01 1.956849621376022530e-01 1.955829622573219129e-01 1.959592178580351063e-01 1.960614708717912380e-01 1.962099213269539177e-01 1.962077729171142204e-01 1.957205597544088849e-01 1.959249923005700056e-01 1.956981439027004055e-01 1.960496151819825228e-01 1.960051600937731675e-01 1.951360482256859485e-01 1.962048014393076301e-01 1.957916811923496314e-01 1.956730675301514566e-01
1.023599998950958323e+00 2.838256455026566538e-01 2.839253900805488451e-01 2.834877581335604191e-01 2.836515294853598212e-01 2.837599648395553453e-01 2.838151933858171216e-01 2.835992293432355038e-01 2.839608723064884765e-01 2.836620464222505689e-01 2.837359588826074974e-01 2.840169683797285072e-01 2.833973580505698697e-01 2.841632857685908453e-01 2.840009819716214912e-01 2.838004337623715179e-01 2.836294265696778782e-01 2.835050754714757426e-01 2.840149928582832439e-01 2.841431305045261646e-01 2.843300011241808312e-01 2.843670256668701657e-01 2.836884981719777210e-01 2.839284523390233628e-01 2.836234005866571928e-01 2.841119997436180600e-01 2.840773172676562819e-01 2.828829478239640594e-01 2.843648321460932604e-01 2.837924387305974516e-01 2.836051123682409303e-01
1.029500000476837096e+00 3.833002645522355922e-01 3.834458072204142698e-01 3.828920377884059700e-01 3.830634664511308185e-01 3.832537388196214923e-01 3.832922247005626781e-01 3.830355674726888537e-01 3.835060878656804673e-01 3.831283637089655247e-01 3.831886557862162479e-01 3.835982079617679119e-01 3.827621720265597105e-01 3.837857727194204926e-01 3.835802268702536710e-01 3.832905857823789009e-01 3.830725948326290098e-01 3.829316905234009250e-01 3.835799722932279332e-01 3.837295812787487881e-01 3.839486926095560526e-01 3.840456833131611347e-01 3.831608250737190691e-01 3.834187238477170800e-01 3.830345353810116205e-01 3.836714204866439326e-01 3.836591151310130843e-01 3.821206093300133499e-01 3.840455798665061704e-01 3.833026224980130570e-01 3.830311498604714870e-01
1.035399999618530353e+00 4.943624838255345488e-01 4.945623953361064640e-01 4.938899308908730190e-01 4.940544472541660848e-01 4.943502224981784487e-01 4.943590056151151435e-01 4.940673366654663723e-01 4.946546528488397487e-01 4.941958035808056149e-01 4.942289886064827886e-01 4.947920834179967420e-01 4.937138338107615598e-01 4.950229668989777898e-01 4.947724136989563593e-01 4.943776876199990622e-01 4.941110233310610500e-01 4.939593548420816993e-01 4.947510086465627399e-01 4.949175220914184825e-01 4.951623810920864344e-01 4.953405651263892984e-01 4.942340456880628952e-01 4.944916862994432893e-01 4.940275911707430745e-01 4.948245167732238659e-01 4.948473662603646850e-01 4.929452389013022073e-01 4.953440747689455970e-01 4.944189790636301374e-01 4.940474919509142970e-01
1.041300001144409126e+00 6.171221687458455785e-01 6.173851328901945879e-01 6.165914481971412897e-01 6.167339660692959802e-01 6.171596581581980656e-01 6.171254626009612387e-01 6.168046059086919053e-01 6.175168749876320806e-01 6.169744492974132966e-01 6.169667603913694398e-01 6.177091171033680661e-01 6.163623273838311212e-01 6.179854791611433251e-01 6.176878720987587501e-01 6.171718658413737346e-01 6.168548261746764627e-01 6.166981882415711880e-01 6.176385081373155783e-01 6.178172204177826421e-01 6.180810517165810092e-01 6.183620620518922584e-01 6.170182432979345322e-01 6.172568577807395762e-01 6.167122215963900533e-01 6.176814815029502137e-01 6.177524362690746118e-01 6.154666180256753716e-01 6.183708968572318998e-01 6.172518082428722908e-01 6.167640321888029353e-01
1.047199997901916424e+00 7.517061620019376278e-01 7.520409827120602131e-01 7.511235693003981417e-01 7.512285231612623182e-01 7.518092535901814699e-01 7.517185005359351413e-01 7.513744089752436572e-01 7.522200186271220668e-01 7.515913587529212680e-01 7.515287575777620521e-01 7.524767745286226051e-01 7.508345968089997768e-01 7.528008703608066732e-01 7.524539040401577727e-01 7.518002099823206663e-01 7.514310801867395417e-01 7.512752839829772711e-01 7.523698299657552990e-01 7.525559054687619431e-01 7.528316741343586971e-01 7.532375456765293409e-01 7.516404764261096494e-01 7.518407688010483314e-01 7.512150731403380854e-01 7.523694609757513030e-01 7.525016562081873195e-01 7.498115022201090607e-01 7.532535851467400123e-01 7.519283706322311689e-01 7.513076447416097148e-01
1.053099999427795419e+00 8.982613754924386740e-01 8.986769896466284546e-01 8.976333343423902322e-01 8.976847133133559753e-01 8.984462787862866895e-01 8.982850908767431308e-01 8.979238420259207931e-01 8.989114038180560096e-01 8.981936689000576957e-01 8.980618476867675559e-01 8.992425853386520895e-01 8.972776352893561125e-01 8.996167542412877305e-01 8.992178917862474474e-01 8.984098765999078973e-01 8.979869190603494422e-01 8.978378057945519686e-01 8.990923920180647899e-01 8.992808729410171065e-01 8.995613034348934889e-01 9.001144637353718503e-01 8.982478784862906185e-01 8.983900515362620576e-01 8.976828739512712207e-01 8.990356488153339320e-01 8.992424197029321720e-01 8.961267153732478397e-01 9.001397440209985001e-01 8.985959855839610322e-01 8.978252710774541345e-01
